"family_taxon","taxon","preferred_authority","common_name","name_tvk","rtvk","organism_key"
"Sphingidae","Agrius convolvuli","(Linnaeus, 1758)","Convolvulus Hawk-moth","NBNSYS0000006063","NBNSYS0000006063","NBNORG0000009259"
"Sphingidae","Daphnis nerii","(Linnaeus, 1758)","Oleander Hawk-moth","NBNSYS0000006073","NBNSYS0000006073","NBNORG0000009269"
"Sphingidae","Deilephila elpenor","(Linnaeus, 1758)","Elephant Hawk-moth","NBNSYS0000006077","NBNSYS0000006077","NBNORG0000009271"
"Sphingidae","Deilephila porcellus","(Linnaeus, 1758)","Small Elephant Hawk-moth","NBNSYS0000006078","NBNSYS0000006078","NBNORG0000009272"
"Sphingidae","Hemaris fuciformis","(Linnaeus, 1758)","Broad-bordered Bee Hawk-moth","NBNSYS0000006071","NBNSYS0000006071","NBNORG0000009267"
"Sphingidae","Hemaris tityus","(Linnaeus, 1758)","Narrow-bordered Bee Hawk-moth","NBNSYS0000006070","NBNSYS0000006070","NBNORG0000009266"
"Sphingidae","Hippotion celerio","(Linnaeus, 1758)","Silver-striped Hawk-moth","NBNSYS0000006079","NBNSYS0000006079","NBNORG0000009273"
"Sphingidae","Hyles euphorbiae","(Linnaeus, 1758)","Spurge Hawk-moth","NBNSYS0000006074","NBNSYS0000006074","NBNORG0000009270"
"Sphingidae","Hyles gallii","(Rottemburg, 1775)","Bedstraw Hawk-moth","MM0001Z10063HLV1","MM0001Z10063HLV1","NBNORG0000006848"
"Sphingidae","Hyles hippophaes","(Esper, 1793)","Seathorn Hawk-moth","NBNSYS0000005258","NBNSYS0000005258","NBNORG0000008861"
"Sphingidae","Hyles lineata","(Fabricius, 1775)","White-lined Hawk-moth","NHMSYS0000502896","NHMSYS0000502896","NBNORG0000058340"
"Sphingidae","Hyles livornica","(Esper, [1804])","Striped Hawk-moth","NHMSYS0021143839","NHMSYS0021143839","NBNORG0000042199"
"Sphingidae","Hyles nicaea","(Prunner, 1798)","Mediterranean Hawk-moth","NHMSYS0000502897","NHMSYS0000502897","NBNORG0000058341"
"Sphingidae","Laothoe populi","(Linnaeus, 1758)","Poplar Hawk-moth","NBNSYS0000006069","NBNSYS0000006069","NBNORG0000009265"
"Sphingidae","Macroglossum stellatarum","(Linnaeus, 1758)","Humming-bird Hawk-moth","NBNSYS0000006072","NBNSYS0000006072","NBNORG0000009268"
"Sphingidae","Manduca quinquemaculatus","(Haworth, 1803)","Five-spotted Hawk-moth","NBNSYS0000005252","NBNSYS0000005252","NBNORG0000008858"
"Sphingidae","Manduca rustica","(Fabricius, 1775)","Rustic Sphinx","NBNSYS0000005254","NBNSYS0000005254","NBNORG0000008859"
"Sphingidae","Manduca sexta","(Linnaeus, 1763)","Tomato Sphinx","NHMSYS0000503157","NHMSYS0000503157","NBNORG0000058456"
"Sphingidae","Mimas tiliae","(Linnaeus, 1758)","Lime Hawk-moth","NBNSYS0000006067","NBNSYS0000006067","NBNORG0000009263"
"Sphingidae","Nephele accentifera","(Palisot de Beauvois, 1821)","Accented Hawk-moth","NHMSYS0021158266","NHMSYS0021158266","NBNORG0000117497"
"Sphingidae","Proserpinus proserpina","(Pallas, 1772)","Willowherb Hawk-moth","NBNSYS0000005256","NBNSYS0000005256","NBNORG0000008860"
"Sphingidae","Smerinthus ocellata","(Linnaeus, 1758)","Eyed Hawk-moth","NBNSYS0000006068","NBNSYS0000006068","NBNORG0000009264"
"Sphingidae","Sphinx drupiferarum","(Smith, 1797)","Wild Cherry Sphinx","NHMSYS0000504276","NHMSYS0000504276","NBNORG0000059011"
"Sphingidae","Sphinx ligustri","Linnaeus, 1758","Privet Hawk-moth","NHMSYS0021143835","NHMSYS0021143835","NBNORG0000009261"
"Sphingidae","Sphinx pinastri","Linnaeus, 1758","Pine Hawk-moth","NHMSYS0021143836","NHMSYS0021143836","NBNORG0000009262"
"Zygaenidae","Adscita geryon","(Hübner, [1813])","Cistus Forester","NHMSYS0000501001","NHMSYS0000501001","NBNORG0000057296"
"Zygaenidae","Adscita statices","(Linnaeus, 1758)","Forester","NBNSYS0000005663","NBNSYS0000005663","NBNORG0000009014"
"Zygaenidae","Jordanita globulariae","(Hübner, 1793)","Scarce Forester","NHMSYS0000502970","NHMSYS0000502970","NBNORG0000058376"
"Zygaenidae","Pryeria sinica","Moore, 1877","Euonymus Leaf Notcher","NHMSYS0020973674","NHMSYS0020973674","NBNORG0000108213"
"Zygaenidae","Zygaena exulans","(Hohenwarth, 1792)","Scotch Burnet","NHMSYS0000520663","NHMSYS0000520663","NBNORG0000059951"
"Zygaenidae","Zygaena filipendulae","(Linnaeus, 1758)","Six-spot Burnet","NBNSYS0000005670","NBNSYS0000005670","NBNORG0000009017"
"Zygaenidae","Zygaena lonicerae","(Scheven, 1777)","Narrow-bordered Five-spot Burnet","NBNSYS0000005677","NBNSYS0000005677","NBNORG0000009021"
"Zygaenidae","Zygaena loti","([Denis & Schiffermüller], 1775)","Slender Scotch Burnet","NHMSYS0000520668","NHMSYS0000520668","NBNORG0000059952"
"Zygaenidae","Zygaena purpuralis","(Brünnich, 1763)","Transparent Burnet","NHMSYS0000520673","NHMSYS0000520673","NBNORG0000059953"
"Zygaenidae","Zygaena trifolii","(Esper, 1783)","Five-spot Burnet","NBNSYS0000005673","NBNSYS0000005673","NBNORG0000009019"
"Zygaenidae","Zygaena viciae","([Denis & Schiffermüller], 1775)","New Forest Burnet","NHMSYS0000520678","NHMSYS0000520678","NBNORG0000059954"
