Phylum,Class,Order,Family,Subfamily,Scientific Name,Common Name,Authority
Arthropoda,Insecta,Lepidoptera,Sphingidae,Macroglossinae,Macroglossum multifascia,,"Rothschild & Jordan,1903"
Arthropoda,Insecta,Lepidoptera,Sphingidae,Macroglossinae,Macroglossum prometheus,,
Arthropoda,Insecta,Lepidoptera,Sphingidae,Macroglossinae,Macroglossum pyrrhosticta,Maile Pilau Hornworm,
Arthropoda,Insecta,Lepidoptera,Sphingidae,Macroglossinae,Macroglossum sitiene,Crispbanded Hummingbird Hawkmoth,"Walker, 1856"
Arthropoda,Insecta,Lepidoptera,Sphingidae,Macroglossinae,Macroglossum variegatum,,"Rothschild & Jordan, 1903"
Arthropoda,Insecta,Lepidoptera,Sphingidae,Macroglossinae,Neogurelca hyas,,"Walker, 1856"
Arthropoda,Insecta,Lepidoptera,Sphingidae,Macroglossinae,Pergesa acteus,Green pergesa hawkmoth,"Cramer, 1779"
Arthropoda,Insecta,Lepidoptera,Sphingidae,Macroglossinae,Theretra alecto,Levant Hawkmoth,
Arthropoda,Insecta,Lepidoptera,Sphingidae,Macroglossinae,Theretra clotho,Common Hunter Hawkmoth,
Arthropoda,Insecta,Lepidoptera,Sphingidae,Macroglossinae,Theretra clotho clotho,,"Drury, 1773"
Arthropoda,Insecta,Lepidoptera,Sphingidae,Macroglossinae,Theretra latreillii,Pale Brown Hawkmoth,
Arthropoda,Insecta,Lepidoptera,Sphingidae,Macroglossinae,Theretra lucasii,Lucas's Hawkmoth,
Arthropoda,Insecta,Lepidoptera,Sphingidae,Macroglossinae,Theretra nessus,Yam Hawkmoth,"Drury, 1773"
Arthropoda,Insecta,Lepidoptera,Sphingidae,Macroglossinae,Theretra oldenlandiae,Impatiens Hawkmoth,
Arthropoda,Insecta,Lepidoptera,Sphingidae,Macroglossinae,Theretra silhetensis,Brown-Banded Hunter Hawkmoth,
Arthropoda,Insecta,Lepidoptera,Sphingidae,Macroglossinae,Theretra suffusa,Suffused Hunter Hawkmoth,"Walker, 1856"
Arthropoda,Insecta,Lepidoptera,Sphingidae,Smerinthinae,Ambulyx canescens,,
Arthropoda,Insecta,Lepidoptera,Sphingidae,Smerinthinae,Ambulyx clavata,,
Arthropoda,Insecta,Lepidoptera,Sphingidae,Smerinthinae,Ambulyx moorei,Cinnamon Gliding Hawkmoth,"Moore, 1858"
Arthropoda,Insecta,Lepidoptera,Sphingidae,Smerinthinae,Ambulyx pryeri,,
Arthropoda,Insecta,Lepidoptera,Sphingidae,Smerinthinae,Amplypterus panopus,mango hawkmoth,
Arthropoda,Insecta,Lepidoptera,Sphingidae,Smerinthinae,Cypa decolor,,"Walker, 1856"
Arthropoda,Insecta,Lepidoptera,Sphingidae,Smerinthinae,Daphnusa ocellaris,Durian hawkmoth,"Walker, 1856"
Arthropoda,Insecta,Lepidoptera,Sphingidae,Smerinthinae,Marumba dyras,dull swirled hawkmoth,
Arthropoda,Insecta,Lepidoptera,Sphingidae,Sphinginae,Acherontia lachesis,Greater death's head hawkmoth,"Fabricius, 1798"
Arthropoda,Insecta,Lepidoptera,Sphingidae,Sphinginae,Acherontia styx,Lesser/Eastern death's head hawkmoth,"Westwood, 1847"
Arthropoda,Insecta,Lepidoptera,Sphingidae,Sphinginae,Agrius convolvuli,Convolvulus Hawkmoth,
Arthropoda,Insecta,Lepidoptera,Sphingidae,Sphinginae,Meganoton nyctiphanes,,"Walker, 1856"
Arthropoda,Insecta,Lepidoptera,Sphingidae,Sphinginae,Notonagemia analis,,
Arthropoda,Insecta,Lepidoptera,Sphingidae,Sphinginae,Psilogramma discistriga,,
Arthropoda,Insecta,Lepidoptera,Sphingidae,Sphinginae,Psilogramma edii,,
Arthropoda,Insecta,Lepidoptera,Sphingidae,Sphinginae,Psilogramma increta,Plain grey hawkmoth,
Arthropoda,Insecta,Lepidoptera,Sphingidae,Sphinginae,Psilogramma menephron,Privet Hawkmoth,"Cramer, 1780"
Arthropoda,Insecta,Lepidoptera,Stathmopodidae,,Stathmopoda auriferella,,
Arthropoda,Insecta,Lepidoptera,Thyrididae,Siculodinae,Calindoea argentalis,,
Arthropoda,Insecta,Lepidoptera,Thyrididae,Siculodinae,Calindoea corticina,,
Arthropoda,Insecta,Lepidoptera,Thyrididae,Siculodinae,Collinsa commanotata,,
Arthropoda,Insecta,Lepidoptera,Thyrididae,Siculodinae,Hypolamprus bastialis,,
Arthropoda,Insecta,Lepidoptera,Thyrididae,Siculodinae,Hypolamprus bastialis ,,"Walker, 1859"
Arthropoda,Insecta,Lepidoptera,Thyrididae,Striglininae,Aglaopus decussata,,
Arthropoda,Insecta,Lepidoptera,Thyrididae,Striglininae,Banisia idalialis,,
Arthropoda,Insecta,Lepidoptera,Thyrididae,Striglininae,Banisia lobata,,"Moore, 1882"
Arthropoda,Insecta,Lepidoptera,Thyrididae,Striglininae,Banisia myrsusalis,Sapodilla Borer Moth,"Walker, 1859"
Arthropoda,Insecta,Lepidoptera,Thyrididae,Thyridinae,Dysodia miniata,,
Arthropoda,Insecta,Lepidoptera,Thyrididae,Thyridinae,Dysodia pennitarsis,,
Arthropoda,Insecta,Lepidoptera,Thyrididae,Thyridinae,Glanycus coendersi,,
Arthropoda,Insecta,Lepidoptera,Thyrididae,,Striglina buergersi,,
Arthropoda,Insecta,Lepidoptera,Thyrididae,,Striglina duplicifimbria,,
Arthropoda,Insecta,Lepidoptera,Thyrididae,,Striglina fidelia,,
Arthropoda,Insecta,Lepidoptera,Thyrididae,,Striglina scitaria,,
Arthropoda,Insecta,Lepidoptera,Thyrididae,,Telchines vialis,,
Arthropoda,Insecta,Lepidoptera,Tineidae,Erechthiinae,Erechthias zebrina,,
Arthropoda,Insecta,Lepidoptera,Tineidae,Erechthiinae,Pyloetis mimosae,,
Arthropoda,Insecta,Lepidoptera,Tineidae,Hieroxestinae,Phaeoses leucodeta,,
Arthropoda,Insecta,Lepidoptera,Tineidae,Tineinae,Phereoeca uterella,Household Casebearer,"Walsingham,1897"
Arthropoda,Insecta,Lepidoptera,Tineidae,Tineinae,Tinea pellionella,Case-bearing Clothes Moth,
Arthropoda,Insecta,Lepidoptera,Tineidae,Tineinae,Tineola bisselliella,Webbing Clothes Moth,
Arthropoda,Insecta,Lepidoptera,Tortricidae,Olethreutinae,Cryptophlebia ombrodelta,Macadamia Nutborer,
Arthropoda,Insecta,Lepidoptera,Tortricidae,Olethreutinae,Dactylioglypha pallens,,
Arthropoda,Insecta,Lepidoptera,Tortricidae,Olethreutinae,Dudua aprobola,Mango Flower Webworm,
Arthropoda,Insecta,Lepidoptera,Tortricidae,Olethreutinae,Gatesclarkeana idia,,
Arthropoda,Insecta,Lepidoptera,Tortricidae,Olethreutinae,Grapholita comanticosta,,
Arthropoda,Insecta,Lepidoptera,Tortricidae,Olethreutinae,Grapholita delineana,Eurasian Hemp Moth,
Arthropoda,Insecta,Lepidoptera,Tortricidae,Olethreutinae,Lobesia aeolopa,,
Arthropoda,Insecta,Lepidoptera,Tortricidae,Olethreutinae,Loboschiza koenigiana,,
Arthropoda,Insecta,Lepidoptera,Tortricidae,Olethreutinae,Ophiorrhabda mormopa,,
Arthropoda,Insecta,Lepidoptera,Tortricidae,Olethreutinae,Ophiorrhabda scaristis,,
Arthropoda,Insecta,Lepidoptera,Tortricidae,Olethreutinae,Sisona albitibiana,,
Arthropoda,Insecta,Lepidoptera,Tortricidae,Olethreutinae,Sorolopha cyclotoma,,"Lower, 1901"
Arthropoda,Insecta,Lepidoptera,Tortricidae,Olethreutinae,Sorolopha phyllochlora,,
Arthropoda,Insecta,Lepidoptera,Tortricidae,Olethreutinae,Statherotis leucaspis,,
Arthropoda,Insecta,Lepidoptera,Tortricidae,Olethreutinae,Sycacantha inodes,,
Arthropoda,Insecta,Lepidoptera,Tortricidae,Tortricinae,Adoxophyes moderatana,,
Arthropoda,Insecta,Lepidoptera,Tortricidae,Tortricinae,Adoxophyes privatana,Appleleafcurling moth,"Walker, 1863"
Arthropoda,Insecta,Lepidoptera,Tortricidae,Tortricinae,Archips micaceana,,
Arthropoda,Insecta,Lepidoptera,Tortricidae,Tortricinae,Homona coffearia,,"Nietner, 1861"
Arthropoda,Insecta,Lepidoptera,Tortricidae,Tortricinae,Homona eductana,,
Arthropoda,Insecta,Lepidoptera,Tortricidae,Tortricinae,Meridemis furtiva,,"Diakonoff, 1976"
Arthropoda,Insecta,Lepidoptera,Tortricidae,Tortricinae,Neocalyptis affinisana,,"Walker,1863"
Arthropoda,Insecta,Lepidoptera,Tortricidae,Tortricinae,Phricanthes flexilineana,,"Walker, 1863"
Arthropoda,Insecta,Lepidoptera,Tortricidae,Tortricinae,Polemograptis miltocosma,,"Meyrick,1910"
Arthropoda,Insecta,Lepidoptera,Uraniidae,Epipleminae,Dysaethria flavistriga,,
Arthropoda,Insecta,Lepidoptera,Uraniidae,Epipleminae,Dysaethria indignaria,,"Walker, 1866"
Arthropoda,Insecta,Lepidoptera,Uraniidae,Epipleminae,Dysaethria lilacina,,
Arthropoda,Insecta,Lepidoptera,Uraniidae,Epipleminae,Dysaethria plicata,,
Arthropoda,Insecta,Lepidoptera,Uraniidae,Epipleminae,Dysaethria quadricaudata,,
Arthropoda,Insecta,Lepidoptera,Uraniidae,Epipleminae,Europlema desistaria,,
Arthropoda,Insecta,Lepidoptera,Uraniidae,Epipleminae,Europlema poecilaria,,
Arthropoda,Insecta,Lepidoptera,Uraniidae,Epipleminae,Europlema semibrunnea,,
Arthropoda,Insecta,Lepidoptera,Uraniidae,Epipleminae,Monobolodes parvinigrata,,
Arthropoda,Insecta,Lepidoptera,Uraniidae,Epipleminae,Monobolodes prunaria,,"Moore, 1887"
Arthropoda,Insecta,Lepidoptera,Uraniidae,Epipleminae,Phazaca erosioides,,
Arthropoda,Insecta,Lepidoptera,Uraniidae,Microniinae,Acropteris grammearia,,
Arthropoda,Insecta,Lepidoptera,Uraniidae,Microniinae,Acropteris rectinervata,,"Guenée, 1857"
Arthropoda,Insecta,Lepidoptera,Uraniidae,Microniinae,Micronia aculeata,Grey Swallowtail Moth,"Guenée, 1857"
Arthropoda,Insecta,Lepidoptera,Uraniidae,Uraniinae,Lyssa zampa,Tropical Swallowtail Moth,"Butler,1869"
Arthropoda,Insecta,Lepidoptera,Uraniidae,Uraniinae,Urapteroides astheniata,,"Guenée, 1857"
Arthropoda,Insecta,Lepidoptera,Zygaenidae,Chalcosiinae,Anarbudas bipartita,,"Walker, 1864"
Arthropoda,Insecta,Lepidoptera,Zygaenidae,Chalcosiinae,Boradiopsis bipartita,,
Arthropoda,Insecta,Lepidoptera,Zygaenidae,Chalcosiinae,Boradiopsis harmani,,
Arthropoda,Insecta,Lepidoptera,Zygaenidae,Chalcosiinae,Boradiopsis harmani ,,"Holloway, 2011"
Arthropoda,Insecta,Lepidoptera,Zygaenidae,Chalcosiinae,Chalcosia coliadoides,-,"Walker,1862"
Arthropoda,Insecta,Lepidoptera,Zygaenidae,Chalcosiinae,Cyclosia inclusus,,"Walker,1864"
Arthropoda,Insecta,Lepidoptera,Zygaenidae,Chalcosiinae,Cyclosia macularia,,
Arthropoda,Insecta,Lepidoptera,Zygaenidae,Chalcosiinae,Cyclosia nivipetens,,"Walker, 1863"
Arthropoda,Insecta,Lepidoptera,Zygaenidae,Chalcosiinae,Cyclosia papilionaris,Drury's Jewel,
Arthropoda,Insecta,Lepidoptera,Zygaenidae,Chalcosiinae,Cyclosia pieridoides,False Idea Moth,"HerrichSchäffer,1854"
Arthropoda,Insecta,Lepidoptera,Zygaenidae,Chalcosiinae,Cyclosia sordidus,,"Walker, 1862"
Arthropoda,Insecta,Lepidoptera,Zygaenidae,Chalcosiinae,Eterusia aedea,Red slug caterpillar,
Arthropoda,Insecta,Lepidoptera,Zygaenidae,Chalcosiinae,Eterusia risa,,
Arthropoda,Insecta,Lepidoptera,Zygaenidae,Chalcosiinae,Pidorus corculum,,"Butler,1879"
Arthropoda,Insecta,Lepidoptera,Zygaenidae,Chalcosiinae,Pompelon marginata,,"Guerin,1843"
Arthropoda,Insecta,Lepidoptera,Zygaenidae,Chalcosiinae,Prosopandrophila distincta,,
Arthropoda,Insecta,Lepidoptera,Zygaenidae,Chalcosiinae,Psaphis camadeva,-,"Doubleday,1847"
Arthropoda,Insecta,Lepidoptera,Zygaenidae,Procridinae,Artona hainana,,"Butler, 1876"
